2016/04/19 10:10:52 [error] 4440#4292: *66 FastCGI sent in stderr: "PHP Fatal error:  Uncaught Error: Call to a member function getCityAlphaById() on null in D:\wap_mainsitev1\application\models\service\page\ListPage.php:52
Stack trace:
#0 D:\wap_mainsitev1\application\controllers\vehicle_list.php(60): Service_Page_ListPage->execuse(Array)
#1 D:\wap_mainsitev1\system\core\CodeIgniter.php(359): vehicle_list->index('city_bj', 'filter_b76_y100...')
#2 D:\wap_mainsitev1\index.php(204): require_once('D:\\wap_mainsite...')
#3 {main}
  thrown in D:\wap_mainsitev1\application\models\service\page\ListPage.php on line 52" while reading response header from upstream, client: 192.168.50.203, server: localhost, request: "GET /bj/vehicle_list/f_b76_y100-8.html?get_series=1 HTTP/1.1", upstream: "fastcgi://127.0.0.1:9000", host: "192.168.50.203:1002", referrer: "http://192.168.50.203:1002/bj/vehicle_list/f_b1_y100-8.html"
2016/04/19 21:02:58 [notice] 4388#6316: signal process started
2016/04/19 21:18:06 [notice] 1572#6196: signal process started
2016/04/20 10:50:41 [error] 5780#5804: *101 FastCGI sent in stderr: "PHP Warning:  preg_match(): Unknown modifier '(' in D:\test\c.php on line 5" while reading response header from upstream, client: 127.0.0.1, server: localhost, request: "GET /c.php HTTP/1.1", upstream: "fastcgi://127.0.0.1:9000", host: "test.com"
2016/04/26 12:12:16 [error] 1744#3988: *7 FastCGI sent in stderr: "PHP Fatal error:  Call to undefined function random() in D:\discuz\upload\member\classes\Model\Member.php on line 74" while reading response header from upstream, client: 127.0.0.1, server: bb.haoche51.com, request: "GET /member_api/reg?username=13800000005&password=111111&email=13800000005@qq.com&phone=13800000007 HTTP/1.1", upstream: "fastcgi://127.0.0.1:9000", host: "bbs.haoche51.com"
2016/04/28 15:05:17 [error] 2232#3180: *142 FastCGI sent in stderr: "PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line
2016/04/28 15:05:17 [error] 2232#3180: *142 FastCGI sent in stderr: "ts parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() ex
2016/04/28 15:05:17 [error] 2232#3180: *142 FastCGI sent in stderr: "ven in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array
2016/04/28 15:05:17 [error] 2232#3180: *142 FastCGI sent in stderr: "e 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
PHP Warning:  explode() expects parameter 2 to be string, array given in D:\test\csv.php on line 7
